0_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
37_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
37_66 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
37_71 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
37_74 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
37_75 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
38_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_2 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_9 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
38_10 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_14 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_15 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_16 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_17 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_19 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_22 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_23 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
38_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
38_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
38_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_40 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_45 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_46 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
38_49 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_52 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_54 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_58 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_67 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_69 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
38_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
38_73 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
38_74 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_9 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_10 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_13 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_14 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_15 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_16 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_21 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_27 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
39_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
39_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
39_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
39_47 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_48 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_50 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_53 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_55 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_58 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_67 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
39_74 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
39_77 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
40_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_9 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_11 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_12 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_13 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_20 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_21 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_22 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
40_25 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_28 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_29 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
40_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
40_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_46 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_47 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_50 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_52 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_53 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_54 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_56 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
40_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_63 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_64 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_67 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
40_69 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
40_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
40_76 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
40_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
41_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_2 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_7 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_10 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
41_13 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
41_21 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_25 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_26 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
41_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
41_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_45 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_47 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
41_48 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_52 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_53 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_57 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
41_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
41_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_63 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
41_64 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
41_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
41_67 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
42_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_2 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_7 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_9 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_12 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_14 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_15 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_16 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_17 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
42_18 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
42_19 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
42_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_30 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
42_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
42_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
42_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
42_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
